Iteratie 1 - Start time: Mon Apr 14 14:34:32 UTC 2025
Iteratie 1 - Fase: Aanmaken - Mon Apr 14 14:34:32 UTC 2025
NAME                        CREATIONTIME
sms-deployment-test17       2025-04-14T14:34:34Z
sms-deployment-test16       2025-04-14T14:34:34Z
mail-service-test15         2025-04-14T14:34:34Z
storage-service-test16      2025-04-14T14:34:34Z
storage-service-test15      2025-04-14T14:34:34Z
storage-service-test14      2025-04-14T14:34:34Z
storage-service-test13      2025-04-14T14:34:34Z
storage-service-test12      2025-04-14T14:34:34Z
sms-deployment-test14       2025-04-14T14:34:34Z
test6                       2025-04-14T14:34:34Z
test7                       2025-04-14T14:34:34Z
test8                       2025-04-14T14:34:34Z
test9                       2025-04-14T14:34:34Z
web-service-test14          2025-04-14T14:34:34Z
web-deployment-test13       2025-04-14T14:34:34Z
web-deployment-test14       2025-04-14T14:34:34Z
web-deployment-test15       2025-04-14T14:34:34Z
web-deployment-test16       2025-04-14T14:34:34Z
web-deployment-test17       2025-04-14T14:34:34Z
sms-deployment-test13       2025-04-14T14:34:34Z
sms-service-test16          2025-04-14T14:34:34Z
sms-service-test15          2025-04-14T14:34:34Z
sms-service-test14          2025-04-14T14:34:34Z
sms-service-test13          2025-04-14T14:34:34Z
sms-service-test12          2025-04-14T14:34:34Z
sms-deployment-test12       2025-04-14T14:34:34Z
mail-deployment-test17      2025-04-14T14:34:34Z
mail-deployment-test16      2025-04-14T14:34:34Z
mail-deployment-test15      2025-04-14T14:34:34Z
mail-service-test17         2025-04-14T14:34:34Z
mail-service-test16         2025-04-14T14:34:34Z
mail-deployment-test14      2025-04-14T14:34:34Z
mail-deployment-test13      2025-04-14T14:34:34Z
mail-deployment-test12      2025-04-14T14:34:34Z
mail-service-test12         2025-04-14T14:34:34Z
mail-service-test13         2025-04-14T14:34:34Z
mail-service-test14         2025-04-14T14:34:34Z
mail-service-test19         2025-04-14T14:34:35Z
storage-service-test21      2025-04-14T14:34:35Z
mail-deployment-test18      2025-04-14T14:34:35Z
mail-service-test18         2025-04-14T14:34:35Z
mail-deployment-test19      2025-04-14T14:34:35Z
mail-service-test2          2025-04-14T14:34:35Z
mail-service-test20         2025-04-14T14:34:35Z
mail-service-test21         2025-04-14T14:34:35Z
mail-service-test3          2025-04-14T14:34:35Z
mail-deployment-test2       2025-04-14T14:34:35Z
mail-deployment-test20      2025-04-14T14:34:35Z
mail-deployment-test21      2025-04-14T14:34:35Z
mail-deployment-test3       2025-04-14T14:34:35Z
sms-deployment-test18       2025-04-14T14:34:35Z
sms-deployment-test19       2025-04-14T14:34:35Z
sms-deployment-test2        2025-04-14T14:34:35Z
sms-deployment-test20       2025-04-14T14:34:35Z
sms-deployment-test21       2025-04-14T14:34:35Z
web-deployment-test3        2025-04-14T14:34:35Z
web-deployment-test21       2025-04-14T14:34:35Z
web-deployment-test20       2025-04-14T14:34:35Z
web-deployment-test2        2025-04-14T14:34:35Z
web-deployment-test19       2025-04-14T14:34:35Z
sms-service-test17          2025-04-14T14:34:35Z
sms-service-test18          2025-04-14T14:34:35Z
sms-service-test19          2025-04-14T14:34:35Z
sms-service-test2           2025-04-14T14:34:35Z
sms-service-test20          2025-04-14T14:34:35Z
sms-service-test21          2025-04-14T14:34:35Z
sms-service-test3           2025-04-14T14:34:35Z
sms-deployment-test3        2025-04-14T14:34:35Z
web-service-test3           2025-04-14T14:34:35Z
web-service-test21          2025-04-14T14:34:35Z
web-service-test20          2025-04-14T14:34:35Z
web-service-test2           2025-04-14T14:34:35Z
web-service-test19          2025-04-14T14:34:35Z
web-deployment-test18       2025-04-14T14:34:35Z
web-service-test18          2025-04-14T14:34:35Z
web-service-test17          2025-04-14T14:34:35Z
storage-deployment-test18   2025-04-14T14:34:35Z
storage-deployment-test19   2025-04-14T14:34:35Z
storage-deployment-test2    2025-04-14T14:34:35Z
storage-deployment-test20   2025-04-14T14:34:35Z
storage-deployment-test3    2025-04-14T14:34:35Z
storage-service-test17      2025-04-14T14:34:35Z
storage-service-test18      2025-04-14T14:34:35Z
storage-service-test19      2025-04-14T14:34:35Z
storage-service-test2       2025-04-14T14:34:35Z
storage-service-test20      2025-04-14T14:34:35Z
storage-deployment-test21   2025-04-14T14:34:35Z
storage-service-test3       2025-04-14T14:34:35Z
web-service-test7           2025-04-14T14:34:36Z
mail-service-test7          2025-04-14T14:34:36Z
storage-service-test6       2025-04-14T14:34:36Z
storage-service-test7       2025-04-14T14:34:36Z
storage-service-test8       2025-04-14T14:34:36Z
storage-service-test9       2025-04-14T14:34:36Z
web-deployment-test9        2025-04-14T14:34:36Z
storage-deployment-test4    2025-04-14T14:34:36Z
storage-deployment-test5    2025-04-14T14:34:36Z
storage-deployment-test6    2025-04-14T14:34:36Z
storage-deployment-test7    2025-04-14T14:34:36Z
sms-deployment-test9        2025-04-14T14:34:36Z
sms-deployment-test8        2025-04-14T14:34:36Z
sms-deployment-test7        2025-04-14T14:34:36Z
web-service-test5           2025-04-14T14:34:36Z
storage-deployment-test9    2025-04-14T14:34:36Z
sms-service-test9           2025-04-14T14:34:36Z
sms-service-test8           2025-04-14T14:34:36Z
sms-service-test7           2025-04-14T14:34:36Z
sms-service-test6           2025-04-14T14:34:36Z
sms-service-test5           2025-04-14T14:34:36Z
web-service-test4           2025-04-14T14:34:36Z
storage-deployment-test8    2025-04-14T14:34:36Z
storage-service-test5       2025-04-14T14:34:36Z
mail-deployment-test7       2025-04-14T14:34:36Z
web-service-test8           2025-04-14T14:34:36Z
web-service-test9           2025-04-14T14:34:36Z
sms-deployment-test6        2025-04-14T14:34:36Z
sms-deployment-test5        2025-04-14T14:34:36Z
sms-deployment-test4        2025-04-14T14:34:36Z
mail-deployment-test9       2025-04-14T14:34:36Z
mail-deployment-test8       2025-04-14T14:34:36Z
storage-service-test4       2025-04-14T14:34:36Z
mail-deployment-test6       2025-04-14T14:34:36Z
mail-deployment-test5       2025-04-14T14:34:36Z
sms-service-test4           2025-04-14T14:34:36Z
web-deployment-test4        2025-04-14T14:34:36Z
web-deployment-test5        2025-04-14T14:34:36Z
web-deployment-test6        2025-04-14T14:34:36Z
mail-service-test9          2025-04-14T14:34:36Z
mail-service-test8          2025-04-14T14:34:36Z
mail-deployment-test4       2025-04-14T14:34:36Z
web-service-test6           2025-04-14T14:34:36Z
mail-service-test6          2025-04-14T14:34:36Z
mail-service-test5          2025-04-14T14:34:36Z
mail-service-test4          2025-04-14T14:34:36Z
web-deployment-test7        2025-04-14T14:34:36Z
web-deployment-test8        2025-04-14T14:34:36Z
Iteratie 1 - Fase: Wijzigen - Mon Apr 14 14:34:41 UTC 2025
Iteratie 1 - Update start: Mon Apr 14 14:34:41 UTC 2025
Iteratie 1 - All updated: Mon Apr 14 14:34:45 UTC 2025
Iteratie 1 - Fase: Verwijderen - Mon Apr 14 14:34:50 UTC 2025
Iteratie 1 - Alle resources verwijderd: Mon Apr 14 14:35:19 UTC 2025
